url_tail,timeFrom,timeTo
/deal/26268976,23:00,06:00
/deal/26268688,18:00,02:00
/deal/26268688,12:00,18:00
/deal/26268688,23:00,06:00
/deal/26398634,13:00,18:00
/deal/26398634,18:00,03:00
/deal/25997997,13:00,18:00
/deal/25997997,18:00,03:00
/deal/26690322,19:00,00:00
/deal/26690322,00:00,06:00
/deal/26691299,19:00,00:00
/deal/26691299,00:00,06:00
/deal/26692611,19:00,00:00
/deal/26692611,00:00,06:00
/deal/26690903,19:00,00:00
/deal/26690903,00:00,06:00
/deal/26692455,19:00,00:00
/deal/26692455,00:00,06:00
/deal/26591632,13:00,19:00
/deal/26591632,19:00,00:00
/deal/26591632,00:00,06:00
/deal/26691389,19:00,00:00
/deal/26691389,00:00,06:00
/deal/27235532,10:00,02:00
/deal/26231023,12:00,18:00
/deal/26231023,18:00,03:00
/deal/25999815,12:00,18:00
/deal/25999815,18:00,03:00
/deal/26007453,12:00,18:00
/deal/26007453,18:00,03:00
/deal/26692858,19:00,00:00
/deal/26692858,00:00,06:00
/deal/26693222,19:00,00:00
/deal/26693222,00:00,06:00
/deal/26694498,19:00,00:00
/deal/26694498,00:00,06:00
/deal/26694692,19:00,00:00
/deal/26694692,00:00,06:00
/deal/26694778,19:00,00:00
/deal/26694778,00:00,06:00
/deal/26694909,19:00,00:00
/deal/26694909,00:00,06:00
/deal/26694394,19:00,00:00
/deal/26694394,00:00,06:00
/deal/26693472,19:00,00:00
/deal/26693472,00:00,06:00
/deal/26602077,13:00,19:00
/deal/26602077,19:00,00:00
/deal/26602077,00:00,06:00
/deal/26694190,19:00,00:00
/deal/26694190,00:00,06:00
/deal/26601913,13:00,19:00
/deal/26601913,19:00,00:00
/deal/26601913,00:00,06:00
/deal/27983793,19:00,00:00
/deal/27983793,00:00,06:00
/deal/26231113,12:00,18:00
/deal/26231113,18:00,03:00
/deal/26231216,12:00,18:00
/deal/26231216,18:00,03:00
/deal/26662509,10:00,18:00
/deal/26662509,18:00,02:00
/deal/26662509,23:00,06:00
/deal/26662509,05:00,06:00
/deal/26864017,12:00,18:00
/deal/26864017,18:00,03:00
/deal/23923372,10:00,18:00
/deal/23923372,18:00,02:00
/deal/23923372,00:00,06:00
/deal/24349059,12:00,18:00
/deal/21765000,12:00,17:00
/deal/21765633,No timeFrom,No timeTo
/deal/19641305,18:00,02:00
/deal/8712090,13:00,17:00
/deal/21566592,18:00,00:00
/deal/24349115,12:00,18:00
/deal/24598350,10:00,18:00
/deal/24598350,18:00,00:00
/deal/24598350,00:00,05:00
/deal/21709539,No timeFrom,No timeTo
/deal/24348853,00:00,05:00
/deal/23204228,13:00,18:00
/deal/23204228,18:00,03:00
/deal/20155963,12:00,18:00
/deal/23204842,13:00,18:00
/deal/23204842,18:00,03:00
/deal/23100141,13:00,18:00
/deal/23620980,12:00,18:00
/deal/23204656,13:00,18:00
/deal/23204656,18:00,03:00
/deal/19641428,18:00,02:00
/deal/9248661,13:00,17:00
/deal/21765582,No timeFrom,No timeTo
/deal/19641404,18:00,02:00
/deal/21566270,18:00,00:00
/deal/24349184,12:00,18:00
/deal/24599223,10:00,18:00
/deal/24599223,18:00,00:00
/deal/24599223,00:00,05:00
/deal/21765709,No timeFrom,No timeTo
/deal/21765009,12:00,17:00
/deal/21765009,00:00,06:00
/deal/25745914,13:00,18:00
/deal/21566675,18:00,00:00
/deal/24348988,00:00,05:00
/deal/20156528,12:00,18:00
/deal/23104355,13:00,18:00
/deal/21571431,00:00,06:00
/deal/20156637,12:00,18:00
/deal/21567485,00:00,06:00
/deal/9248703,13:00,17:00
/deal/19641465,18:00,02:00
/deal/21566871,18:00,00:00
/deal/21567235,00:00,06:00
/deal/9248765,13:00,17:00
/deal/19641648,18:00,02:00
/deal/14786433,12:00,06:00
/deal/19641588,18:00,02:00
/deal/23204955,13:00,18:00
/deal/23204955,18:00,03:00
/deal/25380840,13:00,18:00
/deal/23223279,13:00,18:00
/deal/23223279,18:00,03:00
/deal/21567095,00:00,06:00
/deal/20156720,12:00,18:00
/deal/19545236,12:00,05:00
/deal/26725859,12:00,03:00
/deal/26725818,12:00,03:00
/deal/26692858,19:00,00:00
/deal/26692858,00:00,06:00
/deal/26693222,19:00,00:00
/deal/26693222,00:00,06:00
/deal/26693472,19:00,00:00
/deal/26693472,00:00,06:00
/deal/26601913,13:00,19:00
/deal/26601913,19:00,00:00
/deal/26601913,00:00,06:00
/deal/26725733,12:00,03:00
/deal/26725458,12:00,03:00
/deal/27020221,10:00,18:00
/deal/27020221,18:00,00:00
/deal/27020221,00:00,06:00
/deal/26693641,19:00,00:00
/deal/26693641,00:00,06:00
/deal/26694095,19:00,00:00
/deal/26694095,00:00,06:00
/deal/26693288,19:00,00:00
/deal/26693288,00:00,06:00
/deal/22788779,11:00,19:00
/deal/22788779,19:00,23:00
/deal/22788779,23:00,06:00
/deal/23754910,11:00,19:00
/deal/23754910,18:00,23:00
/deal/24724918,10:30,17:00
/deal/24724918,17:00,00:00
/deal/24724918,00:00,06:00
/deal/14624029,12:00,18:00
/deal/14624029,00:00,05:30
/deal/14624029,18:00,00:00
/deal/8568526,11:00,18:00
/deal/8568526,18:00,23:00
/deal/8568526,23:00,05:30
/deal/17639490,11:00,18:00
/deal/17639490,18:00,00:00
/deal/17639490,23:00,05:00
/deal/22810851,12:00,19:00
/deal/22810851,19:00,00:00
/deal/22810851,00:00,05:00
/deal/22810851,12:00,18:00
/deal/13929089,12:00,19:00
/deal/13929089,19:00,23:00
/deal/13929089,23:00,06:00
/deal/20539719,13:00,17:30
/deal/20539719,18:30,00:00
/deal/22803407,11:00,15:00
/deal/22803407,18:00,00:00
/deal/22803407,23:00,06:00
/deal/21444545,11:00,18:00
/deal/21444545,18:00,23:00
/deal/20538842,13:00,18:00
/deal/14361271,12:00,18:00
/deal/22475185,12:00,19:00
/deal/23718199,13:00,19:00
/deal/25481086,12:00,18:00
/deal/25481086,18:00,23:00
/deal/25481086,23:00,06:00
/deal/24078448,13:00,17:00
/deal/21444233,18:00,02:00
/deal/23718289,13:00,06:00
/deal/23948721,12:00,19:00
/deal/23948721,18:00,00:00
/deal/23948721,00:00,06:00
/deal/23948721,05:00,06:00
/deal/23718481,23:00,06:00
/deal/23718102,13:00,18:00
/deal/17295553,12:00,18:00
/deal/17295553,18:00,00:00
/deal/17295553,00:00,06:00
/deal/22420469,13:00,18:00
/deal/22420469,18:00,05:00
/deal/22420469,00:00,06:00
/deal/20594908,12:30,05:00
/deal/23718432,13:00,06:00
/deal/17639477,12:00,19:00
/deal/17639477,19:00,23:00
/deal/17639477,23:00,06:00
/deal/24636555,12:00,02:00
/deal/22218897,16:00,02:00
/deal/24706001,16:00,19:00
/deal/24706001,19:00,22:00
/deal/24706001,22:00,05:00
/deal/23718758,00:00,06:00
/deal/22475378,12:00,19:00
/deal/23718563,23:00,06:00
/deal/22440892,13:00,18:00
/deal/22440892,18:00,05:00
/deal/22440892,00:00,05:00
/deal/21444446,18:00,02:00
/deal/23718228,13:00,19:00
/deal/23718127,13:00,18:00
/deal/24636589,12:00,02:00
/deal/23718854,00:00,06:00
/deal/24636588,12:00,02:00
/deal/23647696,12:30,18:00
/deal/23647696,00:00,05:00
/deal/21444887,11:00,18:00
/deal/23647864,12:30,18:00
/deal/23647864,00:00,05:00
/deal/20113145,12:00,18:00
/deal/20113145,18:00,00:00
/deal/20113145,00:00,06:00
/deal/22379639,13:00,18:00
/deal/22379639,17:00,18:00
/deal/23718454,13:00,06:00
/deal/23718331,13:00,06:00
/deal/22218947,16:00,02:00
/deal/24636590,12:00,02:00
/deal/24636535,12:00,17:00
/deal/25573281,12:00,19:00
/deal/25573281,18:00,00:00
/deal/25573281,00:00,06:00
/deal/25573281,05:00,06:00
/deal/20604883,12:30,05:00
/deal/22218982,16:00,02:00
/deal/20594851,12:30,05:00
/deal/14842577,12:00,18:00
/deal/14842577,18:00,23:00
/deal/14842577,12:00,23:00
/deal/26434551,12:00,18:00
/deal/26434410,12:00,18:00
/deal/26434196,12:00,18:00
/deal/26187386,08:00,18:00
/deal/26187386,00:00,06:00
/deal/26690322,19:00,00:00
/deal/26690322,00:00,06:00
/deal/26691299,19:00,00:00
/deal/26691299,00:00,06:00
/deal/26692611,19:00,00:00
/deal/26692611,00:00,06:00
/deal/26690903,19:00,00:00
/deal/26690903,00:00,06:00
/deal/26692455,19:00,00:00
/deal/26692455,00:00,06:00
/deal/26591632,13:00,19:00
/deal/26591632,19:00,00:00
/deal/26591632,00:00,06:00
/deal/26691389,19:00,00:00
/deal/26691389,00:00,06:00
/deal/26436253,12:00,18:00
/deal/26187707,18:00,00:00
/deal/26188302,18:00,00:00
/deal/27893686,13:00,06:00
/deal/27893786,13:00,06:00
/deal/27893600,00:00,06:00
/deal/27893503,23:00,06:00
/deal/27893056,13:00,18:00
/deal/27893439,13:00,18:00
/deal/25651217,10:00,19:00
/deal/25651217,23:00,02:00
/deal/14730027,13:00,18:00
/deal/14730027,18:00,02:00
/deal/20575147,12:00,00:00
/deal/23724150,11:00,18:00
/deal/19259186,09:00,19:00
/deal/19259186,00:00,07:00
/deal/19259186,19:00,00:00
/deal/22625808,10:00,19:00
/deal/22625808,19:00,06:00
/deal/22625808,05:00,06:00
/deal/20551820,12:00,18:00
/deal/20551820,18:00,00:00
/deal/20551820,00:00,06:00
/deal/24228064,10:00,19:00
/deal/24228064,19:00,02:00
/deal/24228064,00:00,06:00
/deal/13015242,11:00,18:00
/deal/13015242,18:00,00:00
/deal/13015242,00:00,06:00
/deal/21424361,12:00,17:00
/deal/20575258,12:00,00:00
/deal/11774394,09:00,09:00
/deal/24519663,00:00,06:00
/deal/24519663,12:00,18:00
/deal/25336282,13:00,20:00
/deal/25336282,00:00,06:00
/deal/20552001,12:00,00:00
/deal/24519538,00:00,06:00
/deal/24519538,12:00,18:00
/deal/25342471,19:00,01:00
/deal/21424679,12:00,17:00
/deal/23855459,12:00,18:00
/deal/13236909,09:00,09:00
/deal/25342409,19:00,01:00
/deal/21424771,12:00,17:00
/deal/23119380,12:00,18:00
/deal/24519897,00:00,06:00
/deal/24519897,12:00,18:00
/deal/24831634,00:00,23:45
/deal/23864990,12:00,18:00
/deal/23864990,05:00,06:00
/deal/23855363,12:00,18:00
/deal/25342255,13:00,20:00
/deal/25342255,00:00,06:00
/deal/20534657,13:00,02:00
/deal/23119413,12:00,18:00
/deal/19881361,17:00,02:00
/deal/24839599,00:00,23:45
/deal/24839788,00:00,23:45
/deal/25913127,12:00,18:00
/deal/25913127,18:00,23:00
/deal/25913127,23:00,02:00
/deal/24727338,13:00,02:00
/deal/24726268,13:00,02:00
/deal/14770795,13:00,02:00
/deal/14673618,13:00,02:00
/deal/24726675,13:00,02:00
/deal/24720530,13:00,02:00
/deal/24726928,13:00,02:00
/deal/14674639,13:00,02:00
/deal/26687218,11:00,18:00
/deal/26308797,12:30,02:00
/deal/26702340,00:00,06:00
/deal/26308738,12:30,02:00
/deal/26308883,12:30,02:00
/deal/26513983,13:00,18:00
/deal/26608318,No timeFrom,No timeTo
/deal/26687395,00:00,06:00
/deal/26607878,No timeFrom,No timeTo
/deal/27893639,10:00,19:00
/deal/26608147,No timeFrom,No timeTo
/deal/26308610,12:30,02:00
/deal/26514017,13:00,18:00
/deal/26692858,19:00,00:00
/deal/26692858,00:00,06:00
/deal/26693222,19:00,00:00
/deal/26693222,00:00,06:00
/deal/26694498,19:00,00:00
/deal/26694498,00:00,06:00
/deal/26694692,19:00,00:00
/deal/26694692,00:00,06:00
/deal/26694778,19:00,00:00
/deal/26694778,00:00,06:00
/deal/26694909,19:00,00:00
/deal/26694909,00:00,06:00
/deal/26694394,19:00,00:00
/deal/26694394,00:00,06:00
/deal/26602077,13:00,19:00
/deal/26602077,19:00,00:00
/deal/26602077,00:00,06:00
/deal/26694190,19:00,00:00
/deal/26694190,00:00,06:00
/deal/26601913,13:00,19:00
/deal/26601913,19:00,00:00
/deal/26601913,00:00,06:00
/deal/26702309,11:00,18:00
/deal/25969125,13:00,18:00
/deal/25946250,18:00,02:00
/deal/25946250,12:00,19:00
/deal/24801510,10:00,18:00
/deal/24801510,18:00,23:00
/deal/24801510,23:00,05:30
/deal/24072693,19:00,00:00
/deal/24072693,00:00,06:00
/deal/22798822,12:00,17:00
/deal/22798822,16:00,17:00
/deal/20401712,17:00,23:00
/deal/20401712,23:00,06:00
/deal/15127108,12:00,18:00
/deal/17617262,17:00,00:00
/deal/20402071,17:00,23:00
/deal/20402071,23:00,06:00
/deal/17617165,17:00,00:00
/deal/20401997,17:00,23:00
/deal/20401997,23:00,06:00
/deal/20973552,11:00,17:00
/deal/20973552,17:00,00:00
/deal/20973552,23:00,06:00
/deal/22580482,13:00,18:00
/deal/20554995,18:00,06:00
/deal/23770850,10:00,02:00
/deal/23770639,10:00,02:00
/deal/23770348,10:00,02:00
/deal/22301836,12:00,17:00
/deal/22580789,13:00,18:00
/deal/23458195,17:00,23:00
/deal/23458195,23:00,06:00
/deal/22319438,12:00,17:00
/deal/22305907,12:00,17:00
/deal/23458176,17:00,23:00
/deal/23458176,23:00,06:00
/deal/22305641,12:00,17:00
/deal/22581029,13:00,18:00
/deal/22580936,13:00,18:00
/deal/26553677,12:00,18:00
/deal/26553677,18:00,00:00
/deal/26553677,00:00,06:00
/deal/26692858,19:00,00:00
/deal/26692858,00:00,06:00
/deal/26693222,19:00,00:00
/deal/26693222,00:00,06:00
/deal/26693472,19:00,00:00
/deal/26693472,00:00,06:00
/deal/26601913,13:00,19:00
/deal/26601913,19:00,00:00
/deal/26601913,00:00,06:00
/deal/26693641,19:00,00:00
/deal/26693641,00:00,06:00
/deal/26694095,19:00,00:00
/deal/26694095,00:00,06:00
/deal/26693288,19:00,00:00
/deal/26693288,00:00,06:00
/deal/23341290,12:00,19:00
/deal/23341290,23:00,06:00
/deal/14754458,19:00,02:00
/deal/14370588,13:00,18:00
/deal/23203831,12:00,21:00
/deal/18236716,12:00,18:00
/deal/19144674,12:00,17:00
/deal/23203866,12:00,21:00
/deal/19176680,18:00,02:00
/deal/23203919,12:00,21:00
/deal/19176834,18:00,02:00
/deal/15225653,12:30,17:00
/deal/19176775,18:00,02:00
/deal/14743529,12:30,18:00
/deal/14743529,18:00,02:00
/deal/27823165,17:00,21:00
/deal/26690322,19:00,00:00
/deal/26690322,00:00,06:00
/deal/26691299,19:00,00:00
/deal/26691299,00:00,06:00
/deal/26692611,19:00,00:00
/deal/26692611,00:00,06:00
/deal/26690903,19:00,00:00
/deal/26690903,00:00,06:00
/deal/26692455,19:00,00:00
/deal/26692455,00:00,06:00
/deal/26591632,13:00,19:00
/deal/26591632,19:00,00:00
/deal/26591632,00:00,06:00
/deal/26691389,19:00,00:00
/deal/26691389,00:00,06:00
/deal/26512302,11:00,18:00
/deal/26512302,18:00,00:00
/deal/27823103,17:00,21:00
/deal/27823204,17:00,21:00
/deal/17556660,11:00,17:00
/deal/17556660,17:00,02:00
/deal/23609113,12:30,18:00
/deal/23424121,12:00,19:00
/deal/23424121,19:00,02:00
/deal/23424121,11:00,19:00
/deal/23127650,19:00,02:00
/deal/23127939,19:00,02:00
/deal/25247834,12:00,19:00
/deal/23128036,19:00,02:00
/deal/23128169,19:00,02:00
/deal/18349306,12:00,02:00
/deal/18349574,12:00,02:00
/deal/27202718,11:00,19:00
/deal/27202718,19:00,23:00
/deal/27202718,23:00,05:00
/deal/27202718,00:00,02:00
/deal/26693641,19:00,00:00
/deal/26693641,00:00,06:00
/deal/26694095,19:00,00:00
/deal/26694095,00:00,06:00
/deal/26693288,19:00,00:00
/deal/26693288,00:00,06:00
/deal/26692858,19:00,00:00
/deal/26692858,00:00,06:00
/deal/26693222,19:00,00:00
/deal/26693222,00:00,06:00
/deal/26693472,19:00,00:00
/deal/26693472,00:00,06:00
/deal/26601913,13:00,19:00
/deal/26601913,19:00,00:00
/deal/26601913,00:00,06:00
/deal/24227153,10:00,19:00
/deal/24227153,19:00,02:00
/deal/24227153,00:00,06:00
/deal/25095598,12:00,19:00
/deal/25095598,19:00,02:00
/deal/26692858,19:00,00:00
/deal/26692858,00:00,06:00
/deal/26693222,19:00,00:00
/deal/26693222,00:00,06:00
/deal/26693641,19:00,00:00
/deal/26693641,00:00,06:00
/deal/26694095,19:00,00:00
/deal/26694095,00:00,06:00
/deal/26693288,19:00,00:00
/deal/26693288,00:00,06:00
/deal/26693472,19:00,00:00
/deal/26693472,00:00,06:00
/deal/26601913,13:00,19:00
/deal/26601913,19:00,00:00
/deal/26601913,00:00,06:00
/deal/14844115,09:00,18:00
/deal/19688910,13:00,23:00
/deal/20957075,12:00,18:00
/deal/20957075,18:00,02:00
/deal/14846863,18:00,23:00
/deal/19700214,13:00,06:00
/deal/25416250,12:00,17:30
/deal/25416276,17:30,01:30
/deal/14837405,12:00,17:00
/deal/25289371,12:00,17:30
/deal/14848183,00:00,06:00
/deal/25289665,17:30,01:30
/deal/19700294,13:00,06:00
/deal/25416424,17:30,01:30
/deal/25416375,17:30,01:30
/deal/27119268,12:00,18:00
/deal/27119306,18:00,02:00
/deal/27119305,18:00,02:00
/deal/27119304,18:00,02:00
/deal/27101491,12:00,18:00
/deal/27119269,12:00,18:00
/deal/14785524,12:30,17:00
/deal/26601840,13:00,19:00
/deal/26601840,19:00,00:00
/deal/26601840,00:00,06:00
/deal/26695725,19:00,00:00
/deal/26695725,00:00,06:00
/deal/26695956,19:00,00:00
/deal/26695956,00:00,06:00
/deal/26695996,19:00,00:00
/deal/26695996,00:00,06:00
/deal/19561562,12:00,18:00
/deal/21359390,18:00,05:00
/deal/15022831,12:00,18:00
/deal/21370948,18:00,04:00
/deal/19563588,12:00,18:00
/deal/14524784,12:00,18:00
/deal/19563702,12:00,18:00
/deal/21359870,18:00,05:00
/deal/21359098,18:00,04:00
/deal/21370972,18:00,04:00
/deal/21360095,18:00,05:00
/deal/14665110,18:00,03:00
/deal/14526496,12:00,18:00
/deal/14525600,12:00,18:00
/deal/15022880,12:00,18:00
/deal/14557838,12:00,18:00
/deal/15022901,12:00,18:00
/deal/26695725,19:00,00:00
/deal/26695725,00:00,06:00
/deal/26695956,19:00,00:00
/deal/26695956,00:00,06:00
/deal/26695996,19:00,00:00
/deal/26695996,00:00,06:00
/deal/26601840,13:00,19:00
/deal/26601840,19:00,00:00
/deal/26601840,00:00,06:00
/deal/26690322,19:00,00:00
/deal/26690322,00:00,06:00
/deal/26691299,19:00,00:00
/deal/26691299,00:00,06:00
/deal/26692611,19:00,00:00
/deal/26692611,00:00,06:00
/deal/26690903,19:00,00:00
/deal/26690903,00:00,06:00
/deal/26692455,19:00,00:00
/deal/26692455,00:00,06:00
/deal/26591632,13:00,19:00
/deal/26591632,19:00,00:00
/deal/26591632,00:00,06:00
/deal/26691389,19:00,00:00
/deal/26691389,00:00,06:00
